ElectionDate	OfficeCode(Text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyName	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nominated(N)/Elected(E)
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		136			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			184			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			65			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		326			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			175			
11/3/2020	9	0	0	6	ARENAC	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			86			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		1267			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			1212			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			2057			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		2078			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			83			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		73			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			70			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			26			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		127			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			71			
11/3/2020	9	0	0	7	BARAGA	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			42			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		9800			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			9286			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			20253			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		20570			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			984			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		733			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			635			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			264			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		1079			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			567			
11/3/2020	9	0	0	8	BARRY	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			406			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		23657			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			22806			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			26316			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		26611			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			1456			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		959			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			1129			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			455			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		1850			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			1067			
11/3/2020	9	0	0	9	BAY	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			621			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		4704			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4482			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			5741			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		5822			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			252			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		210			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			132			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			54			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		349			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			194			
11/3/2020	9	0	0	10	BENZIE	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			198			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		32237			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			30844			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			39624			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		40063			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			2018			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		1454			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			1200			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			495			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		2139			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			1085			
11/3/2020	9	0	0	11	BERRIEN	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			0			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		5251			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4983			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			12056			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		12403			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			456			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		308			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			378			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			175			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		570			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			294			
11/3/2020	9	0	0	12	BRANCH	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			175			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		25275			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			23907			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			30792			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		31184			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			1728			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		1210			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			1167			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			477			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		2035			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			1042			
11/3/2020	9	0	0	13	CALHOUN	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			666			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		7938			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			7476			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			14842			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		14948			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			606			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		417			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			460			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			164			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		700			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			363			
11/3/2020	9	0	0	14	CASS	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			224			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		5822			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			5508			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			8806			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		8847			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			381			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		291			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			212			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			86			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		425			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			208			
11/3/2020	9	0	0	15	CHARLEVOIX	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			228			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		4613			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4382			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			8718			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		8806			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			381			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		265			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			239			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			124			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		451			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			241			
11/3/2020	9	0	0	16	CHEBOYGAN	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			134			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		5700			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			5469			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			8919			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		8991			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			488			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		369			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			298			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			163			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		554			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			312			
11/3/2020	9	0	0	17	CHIPPEWA	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			228			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		4509			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			4340			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			9141			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		9258			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			320			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		213			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			296			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			143			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		517			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			256			
11/3/2020	9	0	0	18	CLARE	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			152			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		18484			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			18247			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			22461			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		22938			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			1071			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		845			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			531			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			250			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		1069			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			643			
11/3/2020	9	0	0	19	CLINTON	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			420			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		2139			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			2068			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			4134			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		4178			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			170			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		136			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			116			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			67			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		249			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			138			
11/3/2020	9	0	0	20	CRAWFORD	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			75			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		6623			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			6367			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			10946			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		10939			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			489			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		335			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			304			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			263			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		649			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			421			
11/3/2020	9	0	0	21	DELTA	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			187			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		4034			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			3867			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			7250			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519839	Frederick	Michelle	A.		7175			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519843	Hall	Bill			285			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	3	LIB	Libertarian	519844	Hewer	Richard	A.		210			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519866	Adams	Karen			223			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	4	UST	US Taxpayers	519867	Levesque	Douglas			102			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519864	Hering	Mary	Anne		364			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	5	WCP	Working Class	519863	McEachern	Hali			190			
11/3/2020	9	0	0	22	DICKINSON	Member of the State Board of Education 8 Year Terms (2) Positions	6	GRN	Green	519810	Mair	Tom			118			
11/3/2020	9	0	0	23	EATON	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519852	Lipton	Ellen	Cogen		26999			
11/3/2020	9	0	0	23	EATON	Member of the State Board of Education 8 Year Terms (2) Positions	1	DEM	Democratic	519816	Strayhorn	Jason			26524			
11/3/2020	9	0	0	23	EATON	Member of the State Board of Education 8 Year Terms (2) Positions	2	REP	Republican	519825	Carlone	Tami			27260			
